21452|28557
25849|7843
17988|77610
68238|53273
65256|58146
62114|59697
81485|32353
61920|76249
8842|62536
19301|62143
57100|80429
44910|35710
83920|31294
71675|68749
40346|37108
15851|21526
14942|81425
49681|5469
78326|54673
19301|16960
60952|5469
47037|19332
61887|68110
57100|38611
52656|11123
19331|82544
78326|21526
54205|43085
38611|8989
11178|79840
37523|21845
27005|37108
70612|73906
80429|59697
27005|72672
49681|69427
62444|84726
64053|82561
9838|31040
37515|14994
33679|44688
50082|23887
41352|26256
83060|41352
61920|71684
73906|59697
49684|42519
70793|69021
54239|57433
43082|35710
82553|12584
19297|19171
38862|51278
49681|22185
41352|35710
81652|14052
24971|40509
57100|50082
54205|8989
7254|60230
28557|70644
23887|45003
41352|42609
19331|69422
75958|38611
69422|78025
19297|32341
19290|54217
38323|27005
47486|70644
38862|82553
19301|70913
80895|16286
28799|80895
19789|56556
6815|37518
19358|62143
81652|19171
15418|77415
21845|71214
70640|40509
50410|84726
19789|79075
25160|57433
16872|27189
35680|76249
21420|9284
44688|19930
43082|57305
79128|42519
28799|79840
9031|39671
18409|60429
47473|71684
54207|52757
13309|26256
68195|44600
11178|54311
33679|68749
22502|31294
43082|11434
63433|32353
47387|62168
19432|20758
19315|7843
63433|16872
70612|62143
43021|16286
35710|22155
64659|5544
43021|54673
13107|21420
42498|17241
70646|24391
18950|21253
26947|77759
15017|21526
19356|69486
18425|73906
19290|43495
15849|31040
35710|77759
69486|56333
19297|26256
25774|24978
11919|79128
57934|58146
74760|16843
45003|16268
19330|60279
62119|60429
23793|62536
68201|70645
37523|72659
81532|76249
79128|57305
20758|60429
43021|26947
35238|25849
28566|12197
74252|60168
73906|54311
81532|76249
25160|71684
38698|77333
50082|8453
78326|56096
19331|26256
81707|18950
19358|27589
29183|53030
19927|38012
14795|32339
57934|11711
70646|38960
31453|36485
27005|81375
54217|20568
77610|44689
49681|40509
24971|43085
74948|21820
50082|5544
47471|7844
35238|49684
56556|23733
38912|67266
61801|5544
19331|17241
15851|71611
40544|82559
83912|56096
61791|78990
5544|16268
11919|62119
57934|80444
65256|83206
31674|60952
62889|23887
27589|17241
19290|53030
49681|74166
62143|21845
18353|16268
74813|11638
47037|27189
19316|7987
41352|44854
81023|84726
27193|31674
19171|71214
19156|38862
43021|19171
19789|51203
47037|62116
73906|31294
70793|73906
80895|7987
44689|53030
41352|16843
55400|19330
19330|8796
81375|37545
64397|15854
16960|38611
70378|71684
47387|16268
40544|19356
19356|69486
19290|66873
31294|45706
70652|68749
44744|22185
22185|54673
82556|11638
70793|71675
33450|83206
18409|44854
21449|15851
49681|8989
14942|25134
74252|82556
18425|35238
50082|54311
7254|37545
70793|56096
81652|16268
38862|27374
77415|78990
82608|79840
46806|82556
20758|62543
5201|62529
5201|27589
42609|19332
32389|57433
13309|80895
71810|7987
19316|31674
31294|26947
9067|79075
27193|41873
25774|12584
37543|19171
13107|27189
62444|35677
62543|68080
71810|37545
38862|37545
83912|19330
80429|72672
25849|77333
54673|5544
80436|15017
19364|56139
22502|17241
25159|47471
70646|31674
42609|53273
19430|44688
70612|16286
37543|54673
57100|59697
38028|71214
83912|20568
82553|38611
80444|58349
51194|21329
25776|53273
19297|81023
52656|54239
11638|54239
13309|27005
24391|25849
38323|80895
33532|56096
55400|14994
40346|37108
83920|24978
25134|44689
40544|63882
67266|54406
44744|38028
50082|52757
22185|7987
38323|27388
61920|6815
81425|72655
49684|73906
70645|81023
31453|27374
62116|11178
57934|31829
62889|68080
19789|60168
37052|19357
18425|21329
19297|24978
42609|8453
19313|5469
80444|32345
82544|54206
12584|37108
21526|16872
65256|32389
25134|53030
17319|21820
37543|11189
62114|25134
19290|62543
74760|35238
17241|37108
63433|7987
37543|70652
42609|44689
83633|15854
62168|19930
80895|69486
70793|19357
71810|84726
33365|38611
32353|31040
83912|48199
54205|56110
16960|31040
47387|35710
81652|84726
80436|43085
19316|22155
62116|73906
82553|68080
81707|61791
27374|9838
19316|33679
79128|7987
35238|15017
56096|51278
8989|31040
73906|19930
41352|43082
19430|81023
38323|31294
45003|68080
68749|18422
70640|11189
63433|36485
23793|53273
19364|82544
62889|21526
9031|60168
43021|26256
43082|74307
15017|72672
12061|8406
67394|42609
15849|22155
27193|24978
19156|20758
77299|80429
27004|68749
81485|41352
19430|18409
36485|67266
70645|38960
7254|22185
20075|19290
53904|57433
81375|31674
23620|7843
49684|68749
7843|22155
74760|78025
19789|14795
49684|61887
25849|19332
44689|77759
62529|68110
33532|44854
38912|27004
38862|13309
71169|15854
33532|17988
77299|37108
19313|79128
55400|71611
11434|53273
31294|16843
73906|38960
65489|28566
79128|45706
19313|54673
38323|11178
82559|29183
62119|60952
18425|68238
83920|69422
35238|17241
19432|8796
62529|7843
56110|47547
40544|32341
54217|15851
23887|54406
47547|62536
18425|7843
19927|81375
38862|28799
24391|72655
31453|70645
18409|12061
56556|31829
54207|19171
17988|5469
69422|76705
62444|17988
55400|54207
57305|40346
29459|8406
21449|9838
25134|36485
31453|31294
71675|25849
57934|79075
19315|25776
40544|77299
19358|82608
10783|76705
15851|35710
70646|42498
37052|80436
44688|68080
19297|13309
47037|10783
81652|81375
79128|69486
33365|56139
71816|32345
54207|44910
45003|17241
72659|5469
54207|53030
14942|53273
79128|57305
11178|70913
74760|70645
62444|83912
77299|21420
70793|72655
57433|58489
37052|41352
71169|74166
19297|44744
78326|61887
31294|72659
23793|38028
83565|66873
35238|54406
33679|16283
7254|80895
23887|26256
73906|71214
37545|54206
42498|7843
71169|33679
37536|9284
36485|53030
83565|17241
7843|51278
21449|56333
11919|31674
19316|60429
25774|80429
36485|21845
37515|56139
19432|83633
73906|26947
74252|33450
31453|33365
82553|83920
31674|43495
56139|21329
81425|64397
60230|11189
82559|19930
50082|54406
69427|48199
23793|26256
48199|70650
78050|5103
33532|54673
23793|69486
69405|28566
26947|60426
19430|69427
81652|77759
19331|27189
11178|51194
8453|70913
82553|38698
54239|11711
20075|21845
74760|82544
70793|60279
62529|61801
54673|79840
37523|31040
40509|51278
35677|11919
22185|26256
27005|16268
72659|84726
16960|69486
25776|8989
19313|80436
38323|57305
22185|69021
38862|45003
31294|40346
37515|27374
19330|16872
81375|10783
80436|72672
83060|29459
24978|15854
70652|84726
14571|15418
19316|83912
19330|43082
13309|44910
15017|62536
5544|8989
74760|50082
62119|53273
56110|11189
55400|81375
50410|33679
42498|56139
11178|66873
11189|22155
62889|19930
70378|79075
82608|45706
25159|20528
70655|38028
18353|53030
7254|19356
21449|15851
81485|24391
25774|68080
79473|78050
72659|63882
81425|27004
45706|26256
19313|81023
7254|13107
32389|5103
15637|60230
62119|21526
54206|81619
42519|62543
22185|24978
70645|66873
44744|22155
20075|25776
15017|24391
62116|33679
63433|53030
78025|76705
40544|70650
79128|56110
10783|38028
18409|38028
19364|25849
18425|19156
53273|60426
68195|78990
44744|14994
44854|62536
83060|19330
20075|64659
11178|33365
7758|23620
68749|28799
50410|80895
62119|27388
49681|44689
78326|16960
35680|74948
15637|72672
22502|14994
40582|58489
80895|16461
62889|24978
40346|38028
74307|71214
82608|14994
12061|83920
27388|69021
43021|28799
75958|33679
77610|70646
19364|24391
64659|15854
70793|62119
71675|37515
54205|15854
44600|35680
19364|40346
67394|15017
78349|68201
38012|54406
82544|81619
49681|20568
17988|8453
70793|38323
40346|21845
22502|20758
73906|70650
19430|44688
25776|44854
72656|60429
18950|6501
71810|7758
33679|45706
42609|54673
20568|56333
32353|61801
26468|32353
19364|60279
57305|23620
35677|16960
81375|19930
25134|29183
37523|41873
7254|38028
70652|25134
37536|74166
21329|72656
71816|40582
58349|28557
26468|20568
24971|71611
70646|43082
38611|60279
81375|81619
54205|35710
37523|27193
57100|19316
78025|51278
70645|77333
31294|44910
62143|72655
81023|38028
63433|62543
46806|47473
25134|54217
10783|51194
35238|43495
68195|11638
54207|72659
70793|31294
45003|62543
18425|13107
35677|83920
27005|60230
68238|54311
19432|16843
19356|45706
43082|62529
55901|71816
83060|57305
20089|23796
9067|17053
63459|51203
19201|12197
64053|58489
47387|37108
62114|50082
60279|75696
54207|62529
6815|54239
12584|16461
62444|21845
74813|33988
70655|54207
18950|40582
68195|28566
83060|10783
8842|69021
71611|54406
79473|11638
45003|60952
81619|8796
19432|83565
78050|6501
37523|16268
13309|21329
9849|71214
19358|70655
19364|59697
19297|60279
19297|45706
20075|44910
73906|14994
74813|28557
83565|20568
71675|62143
19290|62529
70645|19357
15637|80436
19364|21845
76705|38960
18425|57305
7844|58489
19301|45706
57934|5103
29183|59697
60230|72656
69427|54207
83633|64397
23887|15854
64659|60429
67394|22155
80436|62143
69422|5469
77610|75696
55400|57305
33532|69422
14942|62168
82553|62536
40509|38960
81425|71169
40346|7987
50410|42609
35238|50082
44689|43085
18353|19332
47387|22155
22502|38012
69422|72655
11434|16843
63433|81375
20075|71169
42519|60426
5201|67266
19356|19297
77415|58489
15637|15849
10783|26947
47387|44744
27005|80436
79128|16872
19290|70650
78025|45003
74813|37547
21449|33365
80429|54207
83920|16960
14795|17053
60230|54406
68195|80444
28566|7844
40544|32341
69405|56726
26468|37536
76705|21845
70646|55400
20089|19294
16960|29459
71169|79840
31453|50082
12584|56333
74307|67266
15851|27374
18425|31674
82553|69486
63459|25159
14052|77333
17241|40509
82553|80895
19357|67266
55400|50082
