42498|48042
21452|28557
69021|74599
17988|7491
18422|68721
16461|41860
25849|7843
10000|37545
47489|19919
70793|38333
17988|77610
5829|67925
19297|15704
22553|44688
68238|53273
51202|18353
38323|74124
71169|12746
51210|48606
64659|77942
84726|36506
65256|58146
23010|80444
30929|51203
20528|61918
3099|75653
62114|59697
81485|32353
43874|70762
23699|51198
61920|76249
8842|62536
70782|33450
25990|63187
74252|29453
47630|8508
19301|62143
57100|80429
44910|35710
3099|54218
11919|71251
33361|21820
83920|31294
71675|68749
57100|21815
40346|37108
51199|69422
35147|19919
5501|9497
7834|12203
66872|51198
15851|21526
16318|16300
21449|71384
14942|81425
49681|5469
5544|24271
58047|35680
78326|54673
83223|49678
19301|16960
11434|36442
60952|5469
12061|48042
74948|15079
51849|37545
80895|63704
43085|16278
47037|19332
61887|68110
19430|68708
65513|70775
57100|38611
51176|11189
83223|45003
44744|17155
60230|47630
29449|58710
32542|59173
16283|63704
38012|41860
20568|52316
51215|15849
7843|5480
19295|50082
3099|52600
52656|11123
10783|16278
71251|66962
74252|46424
74763|64196
19331|82544
77833|16763
72672|74220
67925|81584
78326|21526
60426|70863
23620|18293
50410|12665
42969|81652
54205|43085
12185|26240
52600|17053
33532|5480
38611|8989
11178|79840
19303|83206
37523|21845
47483|25990
65271|60168
27005|37108
70612|73906
69427|24312
19430|44091
80429|59697
19430|66962
15849|63187
62670|7970
27005|72672
74763|70650
8842|50748
49681|69427
8842|66477
65750|47239
19430|5480
74734|22282
62444|84726
64053|82561
66477|44091
19364|41860
63187|75984
51215|49684
9838|31040
47489|19346
24978|61170
36549|17627
37515|14994
81375|41860
64205|37547
65735|77774
28482|45564
33679|44688
12067|27823
50082|23887
51849|11919
81485|80333
62608|27189
9806|70762
31352|54565
83565|63951
65735|11434
83565|36486
33361|64277
41352|26256
83060|41352
13560|9444
61920|71684
80436|71251
9284|62751
73906|59697
35677|77774
49684|42519
70782|14097
70793|69021
77610|52316
54239|57433
51210|77610
43082|35710
47572|16843
82553|12584
19297|19171
10759|8796
41352|19187
38862|51278
47709|80663
42519|7491
64598|16097
25577|47471
49681|22185
5201|47483
81365|58710
24312|19919
74948|30393
20528|51474
43021|48049
65592|60270
37515|12201
48049|57675
41352|35710
82166|15073
62119|36431
81652|14052
14571|65271
24312|47629
23699|41519
61062|16304
24971|40509
5180|37518
45597|79817
47473|67946
57100|50082
54205|8989
77938|62889
31040|49678
42908|44858
33679|53440
3101|54491
7254|60230
42908|35677
47572|47587
9838|53444
51174|83633
13107|25990
20085|63903
28557|70644
72659|61489
67403|43086
81718|56329
22185|36486
44854|12203
15073|75696
25875|38578
23887|45003
41352|42609
24312|54206
19331|69422
3099|62332
82150|12665
77299|16300
17988|12550
62670|36441
47483|81485
25744|81203
75958|38611
69422|78025
19297|32341
19290|54217
35677|62670
38323|27005
32341|57667
47486|70644
9108|83217
19364|19291
38862|82553
19430|44683
55400|81584
47572|71251
19301|70913
41873|20085
11178|16322
51199|34725
51210|77561
44683|12550
80895|16286
78050|51474
51213|68238
28799|22504
75984|70863
42908|15849
25875|16840
68080|36469
28799|80895
68238|16278
61801|53440
67403|19346
78349|34015
19789|56556
25875|80663
74763|41860
72080|35407
6815|37518
19358|62143
35147|55900
37545|10759
81652|19171
40843|5469
19301|16300
42908|12665
15418|77415
38012|77754
19927|71251
43087|16123
21845|71214
71251|16322
19297|16300
70640|40509
70766|83220
13309|38084
42969|13309
50410|84726
36485|81381
56096|5501
43085|19346
19930|74220
19789|79075
14942|17627
25160|57433
60294|78941
14936|19316
16872|27189
22553|33365
38629|51554
70640|36431
5829|23887
69486|43086
8842|22504
25849|31352
62751|57675
47547|25663
27133|47587
35680|76249
9284|10127
71810|66962
27589|81376
63459|57182
51202|58578
22185|31352
18422|59370
21420|9284
32339|51198
48199|22504
19331|57667
27672|61140
5201|22079
62608|36506
72656|12647
44688|19930
43082|57305
19358|16300
70438|77300
79128|42519
51199|77754
82166|5544
81707|16123
28799|79840
54397|35407
9031|39671
76936|21253
42498|54565
55637|19171
52600|39671
18409|60429
47473|71684
17497|61918
54499|22160
71810|16318
77938|83912
54207|52757
13309|26256
68195|44600
45564|54239
62444|21815
10127|62670
11178|54311
65513|82556
55284|63486
10000|53444
33679|68749
75659|14097
51176|82608
65735|22155
51201|13010
25774|7970
34725|68749
51204|12746
22502|31294
23010|26248
43082|11434
14571|27823
58047|56556
30929|27823
69427|7252
44688|54565
51201|54491
16960|34015
63433|32353
30929|51198
53444|60719
47387|62168
62608|12205
7988|67946
8842|36549
29723|22282
19432|20758
19315|7843
62536|22183
61887|81376
13560|77536
63433|16872
20786|66756
70612|62143
51197|19156
43021|16286
55900|41860
35710|22155
64659|5544
35147|8406
51202|60952
43021|54673
71251|16307
14994|12550
13107|21420
70640|38585
55637|24433
70913|25744
25160|70354
8321|83206
60279|52316
65256|66756
42498|17241
70646|24391
18950|21253
38323|7834
70626|60124
8539|80444
7834|16307
56880|68708
11638|45707
29452|28799
26947|77759
45745|77536
79840|21815
11919|13010
6149|70644
8842|43086
15017|21526
9806|83206
19356|69486
32385|6191
37543|32385
18425|73906
19290|43495
25134|36469
70438|19187
15849|31040
78941|57433
39526|10752
35710|77759
69486|56333
27133|49408
54673|7834
47463|61489
57934|78941
19297|26256
25774|24978
62116|77300
54565|77300
40843|66393
25577|71738
72659|48606
25457|43082
11919|79128
65735|44817
51209|54491
57934|58146
38046|82131
27676|33317
49684|74599
14942|19187
70793|38333
83565|44683
24978|36549
19315|47463
42969|12584
27589|59370
17155|5480
74760|16843
74760|66962
74813|63650
45003|16268
19330|60279
43085|47629
62119|60429
50410|48042
7988|83206
19303|29015
23793|62536
79840|47587
68201|70645
18409|36469
35147|82559
25134|60103
37523|72659
61801|41576
27672|47461
81532|76249
79128|57305
26256|16300
20758|60429
43021|26947
10783|10752
35238|25849
28566|12197
43495|19291
75659|47473
47489|19927
44688|5501
31352|31680
14936|74740
77536|61919
33532|57460
83565|12446
51213|67266
74252|60168
73906|54311
10759|12746
71448|75984
81532|76249
24971|53440
47630|61062
65256|45167
62143|35665
25160|71684
50748|74220
13560|60270
38698|77333
74760|18293
50082|8453
37515|59370
49684|74740
78326|56096
62543|68721
71916|70690
63951|46777
67403|74307
19331|26256
55901|27672
8539|70790
42609|16300
70652|54565
81707|18950
51176|81203
19358|27589
42498|63187
31040|12647
8989|77942
70378|29449
71575|14097
41608|83060
59171|37518
19316|75697
51215|53273
66962|64196
30929|81365
29183|53030
19430|31680
72656|24987
45003|80734
27193|60719
19927|38012
42498|24271
14795|32339
59697|48606
57934|11711
68195|61918
81365|9444
71214|63486
37543|25990
74307|64196
13560|60168
79817|70775
64846|61140
19290|12205
51199|26256
70646|38960
65750|51215
55909|30929
21450|15637
81375|54565
20085|12203
31453|36485
27005|81375
